prototype_diversity_penalty_mean,prototype_diversity_penalty_std
0.009447123855352402,0.0
0.00969553180038929,0.0
0.010069707408547401,0.0
0.010396652854979038,0.0
0.010676099918782711,0.0
0.010927095077931881,0.0
0.011210558004677296,0.0
0.011474120430648327,0.0
0.011735259555280209,0.0
0.011984741315245628,0.0
0.01221162173897028,0.0
0.012427338398993015,0.0
0.012625006027519703,0.0
0.012809631414711475,0.0
0.012975103221833706,0.0
0.013131796382367611,0.0
0.013281288556754589,0.0
0.01341146882623434,0.0
0.013529076240956783,0.0
0.013639526441693306,0.0
0.013743075542151928,0.0
0.013834145851433277,0.0
0.013936246745288372,0.0
0.014036244712769985,0.0
0.014122183434665203,0.0
0.014208639040589333,0.0
0.014278411865234375,0.0
0.0143275773152709,0.0
0.014359843917191029,0.0
0.014388118870556355,0.0
0.014417274855077267,0.0
0.014448339119553566,0.0
0.014468750916421413,0.0
0.014484104700386524,0.0
0.014487179927527905,0.0
0.014508984051644802,0.0
0.014513054862618446,0.0
0.014497587457299232,0.0
0.014486637897789478,0.0
0.014471781440079212,0.0
0.014461052604019642,0.0
0.014436477795243263,0.0
0.01440170593559742,0.0
0.014364046044647694,0.0
0.014322169125080109,0.0
0.014290191233158112,0.0
0.014266692101955414,0.0
0.014227228239178658,0.0
0.014190244488418102,0.0
0.014136994257569313,0.0
0.01405456941574812,0.0
0.01397453248500824,0.0
0.013932573609054089,0.0
0.013896641321480274,0.0
0.013847628608345985,0.0
0.01378563977777958,0.0
0.01370930578559637,0.0
0.013645759783685207,0.0
0.013586550951004028,0.0
0.01352798379957676,0.0
0.013448975048959255,0.0
0.013364977203309536,0.0
0.013298021629452705,0.0
0.013247805647552013,0.0
0.013201477937400341,0.0
0.013130421750247478,0.0
0.01306184846907854,0.0
0.013025826774537563,0.0
0.013001332990825176,0.0
0.012974011711776257,0.0
0.012932374142110348,0.0
0.012881333939731121,0.0
0.012825670652091503,0.0
0.01277687307447195,0.0
0.01274041086435318,0.0
0.012739697471261024,0.0
0.012738281860947609,0.0
0.01273290254175663,0.0
0.012717264704406261,0.0
0.012686632573604584,0.0
0.012643654830753803,0.0
0.012598002329468727,0.0
0.012573701329529285,0.0
0.012539793737232685,0.0
0.01250324584543705,0.0
0.012471376918256283,0.0
0.012438659556210041,0.0
0.012385371141135693,0.0
0.01232094969600439,0.0
0.012252330780029297,0.0
0.012186126783490181,0.0
0.012124667875468731,0.0
0.01207005511969328,0.0
0.012032796628773212,0.0
0.01203127857297659,0.0
0.012054837308824062,0.0
0.012096579186618328,0.0
0.012151340954005718,0.0
0.012223780155181885,0.0
0.012334960512816906,0.0
0.01246727630496025,0.0
0.012603769078850746,0.0
0.012715666554868221,0.0
0.01284290011972189,0.0
0.01296448428183794,0.0
0.01307302713394165,0.0
0.013193546794354916,0.0
0.013346967287361622,0.0
0.013527381233870983,0.0
0.013722066767513752,0.0
0.013909870758652687,0.0
0.014077961444854736,0.0
0.014263848774135113,0.0
0.014429055154323578,0.0
0.014613727107644081,0.0
0.014826575294137001,0.0
0.015008807182312012,0.0
0.015180063433945179,0.0
0.015319469384849072,0.0
0.015468153171241283,0.0
0.0156438909471035,0.0
0.015795713290572166,0.0
0.015954172238707542,0.0
0.016105812042951584,0.0
0.016303351148962975,0.0
0.016509931534528732,0.0
0.01672249659895897,0.0
0.016953518614172935,0.0
0.0172144565731287,0.0
0.017486263066530228,0.0
0.01776399277150631,0.0
0.01812947541475296,0.0
0.018504329025745392,0.0
0.018856370821595192,0.0
0.0191786028444767,0.0
0.01947757974267006,0.0
0.01971292868256569,0.0
0.019915077835321426,0.0
0.020067790523171425,0.0
0.02021881751716137,0.0
0.020363975316286087,0.0
0.02050156332552433,0.0
0.020611584186553955,0.0
0.020727787166833878,0.0
0.020883364602923393,0.0
0.02106340415775776,0.0
0.021226396784186363,0.0
0.021380892023444176,0.0
0.021482668817043304,0.0
0.02157563343644142,0.0
0.02172471582889557,0.0
0.021870071068406105,0.0
0.022033963352441788,0.0
0.022225890308618546,0.0
0.022377176210284233,0.0
0.022519845515489578,0.0
0.022684479132294655,0.0
0.02284388244152069,0.0
0.022969460114836693,0.0
0.02309180051088333,0.0
0.023222558200359344,0.0
0.02343234233558178,0.0
0.023678166791796684,0.0
0.023925337940454483,0.0
0.024192607030272484,0.0
0.02448972500860691,0.0
0.024777671322226524,0.0
0.025052547454833984,0.0
0.025336606428027153,0.0
0.02560153603553772,0.0
0.025862162932753563,0.0
0.02618027664721012,0.0
0.026478398591279984,0.0
0.02677926979959011,0.0
0.027074262499809265,0.0
0.027394963428378105,0.0
0.027721164748072624,0.0
0.02806435525417328,0.0
0.028355462476611137,0.0
0.028629416599869728,0.0
0.02890968881547451,0.0
0.029197020456194878,0.0
0.029500246047973633,0.0
0.02982327900826931,0.0
0.03013232909142971,0.0
0.030449867248535156,0.0
0.03077002242207527,0.0
0.031055403873324394,0.0
0.03134715557098389,0.0
0.031614311039447784,0.0
0.0318889394402504,0.0
0.032174281775951385,0.0
0.03245425224304199,0.0
0.032707784324884415,0.0
0.03293248638510704,0.0
0.03312424197793007,0.0
0.03330906480550766,0.0
0.03350265324115753,0.0
0.033696919679641724,0.0
0.03391508385539055,0.0
0.03406312316656113,0.0
0.03424515947699547,0.0
0.03439686819911003,0.0
0.03458636999130249,0.0
0.034777916967868805,0.0
0.03492875024676323,0.0
0.0351201593875885,0.0
0.03528771549463272,0.0
0.03543877601623535,0.0
0.03558599576354027,0.0
0.035730112344026566,0.0
0.03590598702430725,0.0
0.03610139712691307,0.0
0.036260493099689484,0.0
0.03643975406885147,0.0
0.03662341460585594,0.0
0.036821674555540085,0.0
0.0370105616748333,0.0
0.03720984607934952,0.0
0.03739000856876373,0.0
0.037571899592876434,0.0
0.03775883838534355,0.0
0.03794984519481659,0.0
0.038083430379629135,0.0
0.03827587142586708,0.0
0.03849905729293823,0.0
0.03877134993672371,0.0
0.038991089910268784,0.0
0.0391797311604023,0.0
0.039361145347356796,0.0
0.03951963782310486,0.0
0.0396428182721138,0.0
0.03973163291811943,0.0
0.03983910754323006,0.0
0.03996509313583374,0.0
0.040083564817905426,0.0
0.04016701877117157,0.0
0.04021734744310379,0.0
0.04028399661183357,0.0
0.040369682013988495,0.0
0.04049668461084366,0.0
0.04061393067240715,0.0
0.040719639509916306,0.0
0.04082899168133736,0.0
0.04099183902144432,0.0
0.041126396507024765,0.0
0.041240524500608444,0.0
0.041367579251527786,0.0
0.04147383198142052,0.0
0.041600149124860764,0.0
0.04171886295080185,0.0
0.04181907698512077,0.0
0.04194093123078346,0.0
0.04204949736595154,0.0
0.042160529643297195,0.0
0.04227825999259949,0.0
0.042400114238262177,0.0
0.04249697923660278,0.0
0.04259771108627319,0.0
0.04270007461309433,0.0
0.04280954226851463,0.0
0.04292556643486023,0.0
0.043030936270952225,0.0
0.04311545938253403,0.0
0.04320728778839111,0.0
0.04330405220389366,0.0
0.04339800402522087,0.0
0.04347028210759163,0.0
0.043565135449171066,0.0
0.04366260766983032,0.0
0.04380044713616371,0.0
0.043953701853752136,0.0
0.04407516121864319,0.0
0.04418333247303963,0.0
0.0442843995988369,0.0
