step,train_loss,wall_clock_time_sec,eval_clean_accuracy,eval_clean_ece,eval_clean_aurc,eval_clean_resistance_noise_corr,eval_clean_resistance_occlusion_corr,eval_noisy_accuracy,eval_noisy_ece,eval_noisy_aurc,eval_clean_vs_noisy_auroc,eval_noisy_resistance_noise_corr,eval_noisy_resistance_occlusion_corr,eval_occluded_accuracy,eval_occluded_ece,eval_occluded_aurc,eval_clean_vs_occluded_auroc,eval_occluded_resistance_noise_corr,eval_occluded_resistance_occlusion_corr
1,1.6081510782241821,0.035532236099243164,,,,,,,,,,,,,,,,,
2,1.6023674011230469,0.06996345520019531,,,,,,,,,,,,,,,,,
3,1.5979646444320679,0.10359621047973633,,,,,,,,,,,,,,,,,
4,1.5979266166687012,0.13953614234924316,,,,,,,,,,,,,,,,,
5,1.604528784751892,0.17233633995056152,,,,,,,,,,,,,,,,,
6,1.5775425434112549,0.20901703834533691,,,,,,,,,,,,,,,,,
7,1.579435110092163,0.24367427825927734,,,,,,,,,,,,,,,,,
8,1.5423119068145752,0.2821009159088135,,,,,,,,,,,,,,,,,
9,1.5799413919448853,0.31746673583984375,,,,,,,,,,,,,,,,,
10,1.5290650129318237,0.35558271408081055,,,,,,,,,,,,,,,,,
11,1.5210206508636475,0.39293432235717773,,,,,,,,,,,,,,,,,
12,1.5233808755874634,0.42971158027648926,,,,,,,,,,,,,,,,,
13,1.462571382522583,0.4667510986328125,,,,,,,,,,,,,,,,,
14,1.4657374620437622,0.5013823509216309,,,,,,,,,,,,,,,,,
15,1.384391188621521,0.539210319519043,,,,,,,,,,,,,,,,,
16,1.4882084131240845,0.5752856731414795,,,,,,,,,,,,,,,,,
17,1.345815896987915,0.6121082305908203,,,,,,,,,,,,,,,,,
18,1.3649035692214966,0.6459453105926514,,,,,,,,,,,,,,,,,
19,1.3112661838531494,0.6811432838439941,,,,,,,,,,,,,,,,,
20,1.2671730518341064,0.7186183929443359,,,,,,,,,,,,,,,,,
21,1.2183619737625122,0.7558579444885254,,,,,,,,,,,,,,,,,
22,1.3596999645233154,0.7912497520446777,,,,,,,,,,,,,,,,,
23,1.1997177600860596,0.82771897315979,,,,,,,,,,,,,,,,,
24,1.274553894996643,0.8632001876831055,,,,,,,,,,,,,,,,,
25,1.2586115598678589,0.8950958251953125,0.1884765625,0.23276185989379883,0.64430832862854,-3.598362309276126e-05,nan,0.2001953125,0.22023755311965942,0.6573370695114136,0.6885156631469727,nan,nan,0.240234375,0.18194621801376343,0.6419814825057983,0.290130615234375,-3.068099977099337e-05,-0.33759835362434387
26,1.8228174448013306,2.067688226699829,,,,,,,,,,,,,,,,,
27,2.170633316040039,2.104687452316284,,,,,,,,,,,,,,,,,
28,1.8748056888580322,2.139915704727173,,,,,,,,,,,,,,,,,
29,1.9409120082855225,2.1780405044555664,,,,,,,,,,,,,,,,,
30,1.7677838802337646,2.2121644020080566,,,,,,,,,,,,,,,,,
31,1.6373493671417236,2.2476255893707275,,,,,,,,,,,,,,,,,
32,1.5971640348434448,2.2826545238494873,,,,,,,,,,,,,,,,,
33,1.6300312280654907,2.318058729171753,,,,,,,,,,,,,,,,,
34,1.6061310768127441,2.351318120956421,,,,,,,,,,,,,,,,,
35,1.615694284439087,2.3864402770996094,,,,,,,,,,,,,,,,,
36,1.6066303253173828,2.4223947525024414,,,,,,,,,,,,,,,,,
