drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,update_gate_mean,update_gate_std,new_precision_mean,new_precision_std,old_precision_mean,old_precision_std
0.00013452609709929675,0.000678517681080848,0.6933940649032593,0.00044968692236579955,-0.06438934803009033,0.00024532826500944793,0.05707955360412598,4.643519332603319e-06,0.24323813617229462,2.0983539798180573e-05,4.0181498527526855,0.0
0.001231902977451682,0.00700391037389636,0.6939510107040405,0.0018278262577950954,-0.06441765278577805,0.003237995784729719,0.05710752308368683,3.5896575809601927e-06,0.24336451292037964,1.6221418263739906e-05,4.0181498527526855,0.0
0.002061732579022646,0.012414837256073952,0.6941994428634644,0.0030316123738884926,-0.06431235373020172,0.005628293380141258,0.056767191737890244,4.666511813411489e-06,0.2418268918991089,2.1075331460451707e-05,4.0181498527526855,0.0
0.002217573579400778,0.017207521945238113,0.69424968957901,0.004393390845507383,-0.06442196667194366,0.007703496143221855,0.05646049231290817,4.495716893870849e-06,0.2404422014951706,2.0289044186938554e-05,4.0181498527526855,0.0
0.0028108099941164255,0.022993721067905426,0.6943665742874146,0.0060417791828513145,-0.06438236683607101,0.010116671212017536,0.05608493834733963,5.283925020194147e-06,0.23874783515930176,2.3826702090445906e-05,4.0181498527526855,0.0
0.003101327922195196,0.02650139108300209,0.6942652463912964,0.007082337513566017,-0.06430468708276749,0.011606373824179173,0.05613812804222107,4.647231889975956e-06,0.23898771405220032,2.096593743772246e-05,4.0181498527526855,0.0
0.0032787322998046875,0.027569325640797615,0.6939905881881714,0.007394273765385151,-0.06419019401073456,0.012159881182014942,0.05636865645647049,5.925960977037903e-06,0.2400277554988861,2.674056486284826e-05,4.0181498527526855,0.0
0.003757256316021085,0.031191036105155945,0.6938962936401367,0.008387324400246143,-0.0640479102730751,0.013686607591807842,0.05629292502999306,5.40803966941894e-06,0.2396860420703888,2.4404685973422602e-05,4.0181498527526855,0.0
0.0036762834060937166,0.03231362625956535,0.6938694715499878,0.008765753358602524,-0.06406833231449127,0.014304269105196,0.056342508643865585,5.569344466493931e-06,0.23990978300571442,2.513116669433657e-05,4.0181498527526855,0.0
0.003963827155530453,0.032355207949876785,0.6937194466590881,0.008725284598767757,-0.06392502784729004,0.01447212789207697,0.05647054314613342,5.627329755952815e-06,0.24048757553100586,2.5397723220521584e-05,4.0181498527526855,0.0
