step,train_loss,wall_clock_time_sec,eval_clean_accuracy,eval_clean_ece,eval_clean_aurc,eval_clean_resistance_noise_corr,eval_clean_resistance_occlusion_corr,eval_noisy_accuracy,eval_noisy_ece,eval_noisy_aurc,eval_clean_vs_noisy_auroc,eval_noisy_resistance_noise_corr,eval_noisy_resistance_occlusion_corr,eval_occluded_accuracy,eval_occluded_ece,eval_occluded_aurc,eval_clean_vs_occluded_auroc,eval_occluded_resistance_noise_corr,eval_occluded_resistance_occlusion_corr
1,1.673025131225586,0.06982541084289551,,,,,,,,,,,,,,,,,
2,1.679689884185791,0.1373300552368164,,,,,,,,,,,,,,,,,
3,1.5651907920837402,0.20440077781677246,,,,,,,,,,,,,,,,,
4,1.5991877317428589,0.27007102966308594,,,,,,,,,,,,,,,,,
5,1.5497487783432007,0.34035563468933105,,,,,,,,,,,,,,,,,
6,1.5638222694396973,0.40352773666381836,,,,,,,,,,,,,,,,,
7,1.5085755586624146,0.4679901599884033,,,,,,,,,,,,,,,,,
8,1.437029480934143,0.535193920135498,,,,,,,,,,,,,,,,,
9,1.4657094478607178,0.603712797164917,,,,,,,,,,,,,,,,,
10,1.4925658702850342,0.6702818870544434,,,,,,,,,,,,,,,,,
11,1.3403409719467163,0.7382454872131348,,,,,,,,,,,,,,,,,
12,1.3085484504699707,0.7798471450805664,,,,,,,,,,,,,,,,,
13,1.305886149406433,0.8392317295074463,,,,,,,,,,,,,,,,,
14,1.252008080482483,0.8756577968597412,,,,,,,,,,,,,,,,,
15,1.2899956703186035,0.9156901836395264,,,,,,,,,,,,,,,,,
16,1.0939366817474365,0.9626612663269043,,,,,,,,,,,,,,,,,
17,1.144998550415039,1.0294830799102783,,,,,,,,,,,,,,,,,
18,1.1027933359146118,1.0718626976013184,,,,,,,,,,,,,,,,,
19,0.9845830798149109,1.1109414100646973,,,,,,,,,,,,,,,,,
20,1.008203148841858,1.1567432880401611,,,,,,,,,,,,,,,,,
21,0.9802441596984863,1.201944351196289,,,,,,,,,,,,,,,,,
22,0.9518383741378784,1.2686238288879395,,,,,,,,,,,,,,,,,
23,0.8585204482078552,1.313075065612793,,,,,,,,,,,,,,,,,
24,0.8321499228477478,1.351480484008789,,,,,,,,,,,,,,,,,
25,0.8470430970191956,1.388474941253662,0.1884765625,0.39773064851760864,0.6848989725112915,4.1916985082934843e-07,nan,0.2001953125,0.3963034749031067,0.7262837290763855,0.7176542282104492,nan,nan,0.240234375,0.34759068489074707,0.5723990201950073,0.500758171081543,7.099059757820214e-07,-0.03185603395104408
26,1.9741666316986084,4.101094007492065,,,,,,,,,,,,,,,,,
27,1.786590337753296,4.16616678237915,,,,,,,,,,,,,,,,,
28,1.7521114349365234,4.2395665645599365,,,,,,,,,,,,,,,,,
29,1.8090790510177612,4.311313629150391,,,,,,,,,,,,,,,,,
30,1.7479557991027832,4.37584662437439,,,,,,,,,,,,,,,,,
31,1.5736234188079834,4.439787149429321,,,,,,,,,,,,,,,,,
32,1.682815670967102,4.504230976104736,,,,,,,,,,,,,,,,,
33,1.5564055442810059,4.575720310211182,,,,,,,,,,,,,,,,,
34,1.57755708694458,4.643994331359863,,,,,,,,,,,,,,,,,
35,1.5201915502548218,4.7175822257995605,,,,,,,,,,,,,,,,,
36,1.5701289176940918,4.781200647354126,,,,,,,,,,,,,,,,,
37,1.5633485317230225,4.845190763473511,,,,,,,,,,,,,,,,,
38,1.5901278257369995,4.904029846191406,,,,,,,,,,,,,,,,,
39,1.5506104230880737,4.968726396560669,,,,,,,,,,,,,,,,,
40,1.5052464008331299,5.036313772201538,,,,,,,,,,,,,,,,,
41,1.5670217275619507,5.1036975383758545,,,,,,,,,,,,,,,,,
42,1.4939277172088623,5.172606945037842,,,,,,,,,,,,,,,,,
43,1.4336239099502563,5.241812467575073,,,,,,,,,,,,,,,,,
44,1.5294368267059326,5.311336278915405,,,,,,,,,,,,,,,,,
45,1.5221295356750488,5.38727068901062,,,,,,,,,,,,,,,,,
46,1.3801863193511963,5.455496311187744,,,,,,,,,,,,,,,,,
47,1.3473984003067017,5.531722784042358,,,,,,,,,,,,,,,,,
48,1.4340777397155762,5.597208023071289,,,,,,,,,,,,,,,,,
49,1.443392038345337,5.66117787361145,,,,,,,,,,,,,,,,,
50,1.3251076936721802,5.7274158000946045,0.5244140625,0.15546876192092896,0.38778793811798096,-2.8299686505306454e-07,nan,0.4580078125,0.1545586884021759,0.4718906581401825,0.5975351333618164,nan,nan,0.478515625,0.11436343938112259,0.4670925736427307,0.5565576553344727,-3.7780040429424844e-07,0.24874530732631683
51,1.2253994941711426,8.394137620925903,,,,,,,,,,,,,,,,,
52,1.271198034286499,8.460447072982788,,,,,,,,,,,,,,,,,
53,1.2458189725875854,8.53233027458191,,,,,,,,,,,,,,,,,
54,1.2406710386276245,8.602770805358887,,,,,,,,,,,,,,,,,
55,1.2018299102783203,8.641618967056274,,,,,,,,,,,,,,,,,
56,1.1293220520019531,8.685318231582642,,,,,,,,,,,,,,,,,
57,1.1654616594314575,8.72526478767395,,,,,,,,,,,,,,,,,
58,1.1311639547348022,8.763014554977417,,,,,,,,,,,,,,,,,
59,0.9209930300712585,8.800382375717163,,,,,,,,,,,,,,,,,
60,1.0154587030410767,8.8365318775177,,,,,,,,,,,,,,,,,
61,0.9294843673706055,8.875834465026855,,,,,,,,,,,,,,,,,
62,0.8756786584854126,8.91390061378479,,,,,,,,,,,,,,,,,
63,1.0248723030090332,8.956017971038818,,,,,,,,,,,,,,,,,
64,1.0667437314987183,8.99443507194519,,,,,,,,,,,,,,,,,
65,0.8645952343940735,9.032987594604492,,,,,,,,,,,,,,,,,
66,0.6989820599555969,9.072152853012085,,,,,,,,,,,,,,,,,
67,1.024594783782959,9.109911918640137,,,,,,,,,,,,,,,,,
68,0.9279598593711853,9.150092840194702,,,,,,,,,,,,,,,,,
69,0.8743132948875427,9.190490007400513,,,,,,,,,,,,,,,,,
70,0.8854769468307495,9.227235794067383,,,,,,,,,,,,,,,,,
71,0.9747543334960938,9.26580548286438,,,,,,,,,,,,,,,,,
72,0.750605583190918,9.306592226028442,,,,,,,,,,,,,,,,,
73,0.6860958337783813,9.346325159072876,,,,,,,,,,,,,,,,,
74,1.0269122123718262,9.384591102600098,,,,,,,,,,,,,,,,,
75,0.8767261505126953,9.423623085021973,0.82421875,0.21271328628063202,0.2185955047607422,1.2117627079533122e-07,nan,0.7998046875,0.18429526686668396,0.23826871812343597,0.7752676010131836,nan,nan,0.69921875,0.12116994708776474,0.3438493609428406,0.5112018585205078,-2.555841547291493e-07,0.0979941263794899
76,0.7756143808364868,11.108610391616821,,,,,,,,,,,,,,,,,
77,0.7773661613464355,11.173424005508423,,,,,,,,,,,,,,,,,
78,0.671345055103302,11.243460178375244,,,,,,,,,,,,,,,,,
79,0.9938177466392517,11.306942701339722,,,,,,,,,,,,,,,,,
80,0.6988876461982727,11.37096357345581,,,,,,,,,,,,,,,,,
81,0.8209397792816162,11.436764240264893,,,,,,,,,,,,,,,,,
82,0.5775688886642456,11.500100374221802,,,,,,,,,,,,,,,,,
83,0.7867517471313477,11.565570831298828,,,,,,,,,,,,,,,,,
84,0.5141220688819885,11.605271100997925,,,,,,,,,,,,,,,,,
85,0.6500041484832764,11.66834020614624,,,,,,,,,,,,,,,,,
86,0.6415151953697205,11.730541229248047,,,,,,,,,,,,,,,,,
87,0.5511590242385864,11.795536518096924,,,,,,,,,,,,,,,,,
88,0.7881845235824585,11.863871574401855,,,,,,,,,,,,,,,,,
89,0.7324320673942566,11.929468154907227,,,,,,,,,,,,,,,,,
