step,train_loss,wall_clock_time_sec,eval_accuracy,eval_selective_aurc,eval_null_weight_mean,eval_null_severity_corr,eval_update_strength_mean,eval_update_strength_severity_corr
1,0.7940397262573242,0.010021448135375977,,,,,,
2,0.9266766309738159,0.017201662063598633,,,,,,
3,0.9329394698143005,0.02500629425048828,,,,,,
4,0.9130593538284302,0.0328521728515625,,,,,,
5,0.7813193798065186,0.042168378829956055,,,,,,
6,0.8982864618301392,0.050482749938964844,,,,,,
7,0.7659037113189697,0.05608415603637695,,,,,,
8,0.8668263554573059,0.06264090538024902,,,,,,
9,0.8568813800811768,0.06898188591003418,,,,,,
10,0.8334455490112305,0.07857275009155273,,,,,,
11,0.9063553214073181,0.08877182006835938,,,,,,
12,0.8552889823913574,0.0971982479095459,,,,,,
13,0.7937330007553101,0.1040947437286377,,,,,,
14,0.7858774662017822,0.11269783973693848,,,,,,
15,0.8445650935173035,0.12078714370727539,,,,,,
16,0.7472642660140991,0.12882423400878906,,,,,,
17,0.766608715057373,0.13800477981567383,,,,,,
18,0.8677626252174377,0.14746356010437012,,,,,,
19,0.8510570526123047,0.15530896186828613,,,,,,
20,0.7645552754402161,0.16176724433898926,,,,,,
21,0.7637618184089661,0.17464852333068848,,,,,,
22,0.7213330864906311,0.1823568344116211,,,,,,
23,0.9012443423271179,0.18979334831237793,,,,,,
24,0.8732937574386597,0.19803142547607422,,,,,,
25,0.7870204448699951,0.20774292945861816,0.509765625,0.49650269746780396,0.37625277042388916,-0.07118211686611176,0.6237472295761108,0.07118212431669235
26,0.6621015667915344,0.28855323791503906,,,,,,
27,0.8061985969543457,0.29439473152160645,,,,,,
28,0.7556056380271912,0.29959535598754883,,,,,,
29,0.7799999117851257,0.3053097724914551,,,,,,
30,0.8617915511131287,0.31307411193847656,,,,,,
31,0.8902474641799927,0.3201169967651367,,,,,,
32,0.8277716636657715,0.32691192626953125,,,,,,
33,0.7453931570053101,0.33426547050476074,,,,,,
34,0.835300087928772,0.341123104095459,,,,,,
35,0.8509080410003662,0.34958982467651367,,,,,,
36,0.8534848690032959,0.3589959144592285,,,,,,
37,0.8664461970329285,0.3660128116607666,,,,,,
38,0.7088634371757507,0.37335968017578125,,,,,,
39,0.6890516877174377,0.37979984283447266,,,,,,
40,0.7140792012214661,0.38805437088012695,,,,,,
41,0.7350968718528748,0.3964810371398926,,,,,,
42,0.7874842286109924,0.40437865257263184,,,,,,
43,0.7336140871047974,0.41262269020080566,,,,,,
44,0.736780047416687,0.4217190742492676,,,,,,
45,0.6713050603866577,0.4313051700592041,,,,,,
46,0.6759976148605347,0.4411051273345947,,,,,,
47,0.6592826843261719,0.45098328590393066,,,,,,
48,0.854085385799408,0.45771241188049316,,,,,,
49,0.6947628855705261,0.4640686511993408,,,,,,
50,0.7392612099647522,0.4762406349182129,0.541015625,0.44442471861839294,0.36705806851387024,-0.06622906029224396,0.6329419612884521,0.06622906029224396
51,0.7972816824913025,0.5338547229766846,,,,,,
52,0.7669342756271362,0.5443665981292725,,,,,,
53,0.6354259848594666,0.5532591342926025,,,,,,
54,0.8173699975013733,0.5621533393859863,,,,,,
55,0.6080472469329834,0.5711441040039062,,,,,,
56,0.7256069779396057,0.5803465843200684,,,,,,
57,0.7076935768127441,0.5877535343170166,,,,,,
58,0.7563955187797546,0.5938689708709717,,,,,,
59,0.7325254678726196,0.6001920700073242,,,,,,
60,0.641630232334137,0.60732102394104,,,,,,
61,0.6699265837669373,0.6185870170593262,,,,,,
62,0.6756632924079895,0.6275632381439209,,,,,,
