step,train_loss,train_accuracy,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,1.6089855432510376,0.15625,0.018835701048374176,0.001,0.002321004867553711,,,,,,,,,,,,,,,,,
2,1.615262746810913,0.125,0.018639059737324715,0.001,0.004732847213745117,,,,,,,,,,,,,,,,,
3,1.6074528694152832,0.1875,0.018596291542053223,0.001,0.006329059600830078,,,,,,,,,,,,,,,,,
4,1.5993306636810303,0.3125,0.018542753532528877,0.001,0.008075952529907227,,,,,,,,,,,,,,,,,
5,1.6123648881912231,0.1875,0.018488090485334396,0.001,0.010401010513305664,,,,,,,,,,,,,,,,,
6,1.611603021621704,0.1875,0.018509136512875557,0.001,0.012720108032226562,,,,,,,,,,,,,,,,,
7,1.613318681716919,0.125,0.01856866292655468,0.001,0.01436305046081543,,,,,,,,,,,,,,,,,
8,1.5974849462509155,0.25,0.018584471195936203,0.001,0.01594710350036621,,,,,,,,,,,,,,,,,
9,1.6097766160964966,0.1875,0.018594440072774887,0.001,0.017925024032592773,,,,,,,,,,,,,,,,,
10,1.611386775970459,0.1875,0.018580328673124313,0.001,0.020727157592773438,1.612005352973938,0.1953125,1.612005352973938,0.017466798424720764,0.8010287284851074,-0.09231707453727722,-0.03630825877189636,-0.05600881576538086,-0.4351019859313965,1.9856126308441162,0.14449401199817657,1.85457444190979,0.7054762840270996,1.0746699571609497,0.20003941655158997,-0.0035724875051528215,0.01140668150037527
11,1.6042460203170776,0.25,0.01855003833770752,0.001,0.023284912109375,,,,,,,,,,,,,,,,,
12,1.607176423072815,0.25,0.01859430782496929,0.001,0.025200843811035156,,,,,,,,,,,,,,,,,
13,1.6099951267242432,0.1875,0.01867390051484108,0.001,0.027962923049926758,,,,,,,,,,,,,,,,,
14,1.620167851448059,0.1875,0.01875750534236431,0.001,0.030096054077148438,,,,,,,,,,,,,,,,,
15,1.6172574758529663,0.15625,0.01890910044312477,0.001,0.031987905502319336,,,,,,,,,,,,,,,,,
16,1.6134583950042725,0.1875,0.01905304752290249,0.001,0.0338749885559082,,,,,,,,,,,,,,,,,
17,1.601131796836853,0.21875,0.019216615706682205,0.001,0.036993980407714844,,,,,,,,,,,,,,,,,
18,1.6215214729309082,0.125,0.01932286098599434,0.001,0.039205074310302734,,,,,,,,,,,,,,,,,
19,1.6017298698425293,0.25,0.019425008445978165,0.001,0.0412600040435791,,,,,,,,,,,,,,,,,
20,1.6080973148345947,0.125,0.019560735672712326,0.001,0.0443730354309082,1.6117675304412842,0.1953125,1.6117675304412842,0.015842899680137634,0.8009361624717712,-0.08762374520301819,-0.03437568247318268,-0.05324806272983551,-0.4486866593360901,1.988847255706787,0.15495926141738892,1.84955632686615,0.7151705622673035,1.0680792331695557,0.20007851719856262,0.008531483821570873,0.052698004990816116
21,1.602534532546997,0.21875,0.01966128498315811,0.001,0.04759407043457031,,,,,,,,,,,,,,,,,
22,1.623866319656372,0.09375,0.01981070265173912,0.001,0.04989480972290039,,,,,,,,,,,,,,,,,
23,1.622497797012329,0.09375,0.019959477707743645,0.001,0.053320884704589844,,,,,,,,,,,,,,,,,
24,1.6097041368484497,0.25,0.020124144852161407,0.001,0.056037187576293945,,,,,,,,,,,,,,,,,
25,1.615041732788086,0.21875,0.020294370129704475,0.001,0.058279991149902344,,,,,,,,,,,,,,,,,
26,1.6046080589294434,0.15625,0.020406994968652725,0.001,0.06220102310180664,,,,,,,,,,,,,,,,,
27,1.61709725856781,0.15625,0.020512361079454422,0.001,0.06484293937683105,,,,,,,,,,,,,,,,,
28,1.616644024848938,0.15625,0.020589550957083702,0.001,0.06728696823120117,,,,,,,,,,,,,,,,,
29,1.588003396987915,0.40625,0.020693594589829445,0.001,0.07189512252807617,,,,,,,,,,,,,,,,,
30,1.6141434907913208,0.1875,0.02083912305533886,0.001,0.07450199127197266,1.611652135848999,0.1875,1.611652135848999,0.02645222842693329,0.8009032011032104,-0.09009721875190735,-0.028644928708672523,-0.06145228445529938,-0.46407070755958557,2.0233359336853027,0.20131242275238037,1.8631622791290283,0.772108256816864,1.0456701517105103,0.20014716684818268,-0.00913216546177864,0.10526718199253082
