drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,ambiguity_mean,ambiguity_std,ambiguity_weight_mean,ambiguity_weight_std,sample_uncertainty_mean,sample_uncertainty_std,prototype_diversity_penalty_mean,prototype_diversity_penalty_std
-0.39714542031288147,0.47895219922065735,0.8931471705436707,0.0,-0.06531830132007599,0.04524095356464386,0.0,0.0,0.0,0.0,0.6931471824645996,0.0,0.020001797005534172,0.0
-0.38659214973449707,0.4779477119445801,0.8931045532226562,0.0001775955897755921,-0.06316043436527252,0.04410157725214958,0.0,0.0,0.0,0.0,0.6931379437446594,3.494632139222631e-08,0.019780689850449562,0.0
-0.38925135135650635,0.4631046950817108,0.8927745819091797,0.0002979460114147514,-0.06262479722499847,0.04151570796966553,0.0,0.0,0.0,0.0,0.6928044557571411,2.3607879029441392e-07,0.019747188314795494,0.0
-0.3959367871284485,0.4540395140647888,0.8919047117233276,0.00043663717224262655,-0.06248344108462334,0.03976438567042351,0.0,0.0,0.0,0.0,0.6919205784797668,1.1272312576693366e-06,0.019690275192260742,0.0
-0.40030932426452637,0.46063509583473206,0.890721321105957,0.0005758676561526954,-0.06197212263941765,0.03978046774864197,0.0,0.0,0.0,0.0,0.6907234191894531,1.8589161072668503e-06,0.019619528204202652,0.0
-0.40643224120140076,0.46461597084999084,0.8901034593582153,0.0006789501057937741,-0.06160254403948784,0.039663635194301605,0.0,0.0,0.0,0.0,0.6900914907455444,2.5324084163003135e-06,0.019621532410383224,0.0
-0.410524845123291,0.47055429220199585,0.8896306753158569,0.0007673536310903728,-0.06096254661679268,0.03980274498462677,0.0,0.0,0.0,0.0,0.6896069645881653,2.545919187468826e-06,0.019663477316498756,0.0
-0.4135660231113434,0.4713361859321594,0.8899857401847839,0.0008072697673924267,-0.06028532236814499,0.03911496698856354,0.0,0.0,0.0,0.0,0.6899560689926147,2.9217867449915502e-06,0.019678981974720955,0.0
-0.41287583112716675,0.48350411653518677,0.8907354474067688,0.0008193556568585336,-0.059079159051179886,0.039339158684015274,0.0,0.0,0.0,0.0,0.6907019019126892,2.6949894618155668e-06,0.019696298986673355,0.0
-0.4126340448856354,0.4929124414920807,0.8915851712226868,0.0008227973012253642,-0.057928454130887985,0.03915050998330116,0.0,0.0,0.0,0.0,0.6915485858917236,2.5717997687024763e-06,0.019690562039613724,0.0
-0.4130592942237854,0.4985223412513733,0.8923854827880859,0.0008246204233728349,-0.056887656450271606,0.03855176270008087,0.0,0.0,0.0,0.0,0.6923462152481079,2.4519090402463917e-06,0.01966700702905655,0.0
-0.4123465418815613,0.5061813592910767,0.8932043313980103,0.0008247388177551329,-0.05566021054983139,0.038239091634750366,0.0,0.0,0.0,0.0,0.6931647062301636,2.635442115206388e-06,0.019715990871191025,0.0
-0.4108952581882477,0.5168471336364746,0.8934797048568726,0.0008437399519607425,-0.05423293262720108,0.03833293169736862,0.0,0.0,0.0,0.0,0.6934384107589722,2.4020469027163927e-06,0.01979670859873295,0.0
-0.4103066027164459,0.5215818881988525,0.8939250111579895,0.0008547463803552091,-0.05300923436880112,0.037996623665094376,0.0,0.0,0.0,0.0,0.6938830614089966,2.5970805381803075e-06,0.019883736968040466,0.0
-0.41150736808776855,0.5254654884338379,0.8946507573127747,0.0008554529049433768,-0.05195115879178047,0.03725834935903549,0.0,0.0,0.0,0.0,0.6946046948432922,3.161909035043209e-06,0.020036397501826286,0.0
-0.41459161043167114,0.5197785496711731,0.8950363993644714,0.0008676424040459096,-0.052342046052217484,0.03696511685848236,0.0,0.0,0.0,0.0,0.6949870586395264,2.769392040136154e-06,0.02018217369914055,0.0
-0.41838759183883667,0.5135750770568848,0.8953054547309875,0.0008836211054585874,-0.05280214548110962,0.03651304543018341,0.0,0.0,0.0,0.0,0.6952527761459351,3.45351895703061e-06,0.02034820057451725,0.0
-0.4193592667579651,0.5159703493118286,0.8950445055961609,0.0009190620621666312,-0.05275123566389084,0.03691810742020607,0.0,0.0,0.0,0.0,0.6949878931045532,3.5554651276470395e-06,0.020461831241846085,0.0
-0.4231003224849701,0.5115931034088135,0.8948381543159485,0.0009509552037343383,-0.05316774919629097,0.03649558871984482,0.0,0.0,0.0,0.0,0.6947740316390991,4.254287887306418e-06,0.020572759211063385,0.0
-0.42521175742149353,0.5115338563919067,0.894523024559021,0.0009880427969619632,-0.05328293889760971,0.036750685423612595,0.0,0.0,0.0,0.0,0.6944530010223389,3.857991032418795e-06,0.020720306783914566,0.0
-0.42664408683776855,0.5125285983085632,0.8942528963088989,0.0010219668038189411,-0.0533289909362793,0.036985885351896286,0.0,0.0,0.0,0.0,0.6941765546798706,3.984354407293722e-06,0.02084338292479515,0.0
-0.42741841077804565,0.51814204454422,0.8937757611274719,0.0010634004138410091,-0.05313646048307419,0.03786180913448334,0.0,0.0,0.0,0.0,0.6936932802200317,5.224828328209696e-06,0.021023478358983994,0.0
-0.4293714463710785,0.518602192401886,0.8938112258911133,0.0010894110891968012,-0.05323456600308418,0.03805851563811302,0.0,0.0,0.0,0.0,0.6937216520309448,5.032567969465163e-06,0.021204937249422073,0.0
-0.43335098028182983,0.510365903377533,0.8938705325126648,0.0011170200305059552,-0.05376409366726875,0.03768222779035568,0.0,0.0,0.0,0.0,0.693772554397583,4.635650384443579e-06,0.021405117586255074,0.0
-0.4351661205291748,0.5072964429855347,0.8942945599555969,0.001133749377913773,-0.05395667999982834,0.03775019571185112,0.0,0.0,0.0,0.0,0.6941894888877869,5.117686669109389e-06,0.021617645397782326,0.0
