drive_mean,drive_std,resistance_mean,resistance_std,energy_mean,energy_std,null_weight_mean,null_weight_std,update_strength_mean,update_strength_std,update_gate_mean,update_gate_std,attractor_activation_mean,attractor_activation_std,attractor_diversity
0.006955891381949186,0.1788378655910492,1.553459882736206,0.18207761645317078,-0.11761275678873062,0.11283635348081589,0.591130256652832,0.43194305896759033,0.4073421359062195,0.4326196312904358,0.18860019743442535,0.1997620314359665,0.7420600652694702,0.10008680075407028,0.23786863684654236
0.024106839671730995,0.28777429461479187,1.544586420059204,0.20725814998149872,-0.11610528081655502,0.11497639119625092,0.6447218060493469,0.42144641280174255,0.3533366024494171,0.4214576780796051,0.16360972821712494,0.19458089768886566,0.719048261642456,0.10062611103057861,0.15207277238368988
0.022770624607801437,0.2920607030391693,1.5429593324661255,0.20875537395477295,-0.11682013422250748,0.11354540288448334,0.6094972491264343,0.4293067157268524,0.38877224922180176,0.42961740493774414,0.18019326031208038,0.1985764354467392,0.7321332097053528,0.10474381595849991,0.18190312385559082
0.01935606077313423,0.2974928915500641,1.542824387550354,0.20955364406108856,-0.1164885088801384,0.1138976663351059,0.6253980398178101,0.4260789752006531,0.37331199645996094,0.4260503947734833,0.17313988506793976,0.19704684615135193,0.7263631224632263,0.09288938343524933,0.17370663583278656
0.01423315517604351,0.3082328736782074,1.5433297157287598,0.2109014093875885,-0.11809355765581131,0.11403423547744751,0.5932635068893433,0.43179187178611755,0.4052858352661133,0.43227553367614746,0.18754424154758453,0.19948822259902954,0.7394930124282837,0.10047004371881485,0.20250418782234192
0.006484644953161478,0.32193830609321594,1.5452362298965454,0.21401390433311462,-0.11897020041942596,0.11494819819927216,0.5940868258476257,0.43157079815864563,0.40433406829833984,0.4320370554924011,0.1867792159318924,0.19902275502681732,0.7402156591415405,0.09976035356521606,0.20679304003715515
-0.003643950680270791,0.335041880607605,1.5485097169876099,0.21834607422351837,-0.1189521849155426,0.11643441766500473,0.6275181770324707,0.42578527331352234,0.3709656596183777,0.42577797174453735,0.17121753096580505,0.19592800736427307,0.7196976542472839,0.11060114949941635,0.18635432422161102
-0.014770787209272385,0.34794938564300537,1.5515044927597046,0.2218921035528183,-0.1210479587316513,0.11680890619754791,0.597906231880188,0.43069663643836975,0.4003424346446991,0.43134334683418274,0.18435998260974884,0.19806794822216034,0.7402312159538269,0.09977629780769348,0.2048856019973755
-0.025441518053412437,0.3601299822330475,1.5537549257278442,0.22479434311389923,-0.12281754612922668,0.11740784347057343,0.580467700958252,0.4331919252872467,0.4184923470020294,0.4336467385292053,0.19231963157653809,0.1986876279115677,0.7328435778617859,0.1159573569893837,0.20009586215019226
-0.035053662955760956,0.37145766615867615,1.5553789138793945,0.22742407023906708,-0.12313628196716309,0.11886826902627945,0.6011865735054016,0.4302116632461548,0.39721304178237915,0.43068134784698486,0.18239234387874603,0.1971566081047058,0.7303345799446106,0.10877248644828796,0.18610291182994843
-0.04422980919480324,0.3846096098423004,1.5553094148635864,0.22884784638881683,-0.1245306134223938,0.11992403864860535,0.5934696197509766,0.4313814640045166,0.4051474928855896,0.43188124895095825,0.18565571308135986,0.19729825854301453,0.7331619262695312,0.11178012192249298,0.18800479173660278
-0.05226794257760048,0.40095090866088867,1.554070234298706,0.23088397085666656,-0.12497425824403763,0.1215047687292099,0.6080551147460938,0.4289877414703369,0.3904210329055786,0.4292030334472656,0.17876189947128296,0.19590860605239868,0.7328633666038513,0.09711706638336182,0.18208090960979462
-0.05928327143192291,0.42035800218582153,1.5510993003845215,0.23273411393165588,-0.1268996000289917,0.12213634699583054,0.5774872303009033,0.43328002095222473,0.4211869537830353,0.4339316487312317,0.1924760788679123,0.19771283864974976,0.7494492530822754,0.09815233945846558,0.21286672353744507
-0.06623557955026627,0.4355928897857666,1.548248529434204,0.234574094414711,-0.12715978920459747,0.12333681434392929,0.5904930233955383,0.43159255385398865,0.4077662229537964,0.4321806728839874,0.1861409842967987,0.19667835533618927,0.7420329451560974,0.10017535090446472,0.1959555596113205
-0.07324245572090149,0.45793187618255615,1.544104814529419,0.23659981787204742,-0.12871122360229492,0.12418589740991592,0.5670962929725647,0.43399202823638916,0.431588739156723,0.43472862243652344,0.19688361883163452,0.19771026074886322,0.7414560914039612,0.110984668135643,0.20833376049995422
-0.08382181078195572,0.47312432527542114,1.5424832105636597,0.2400704324245453,-0.12796896696090698,0.1261741816997528,0.6131266951560974,0.42793235182762146,0.3852510452270508,0.4280891716480255,0.17576688528060913,0.19468922913074493,0.7216329574584961,0.11004945635795593,0.1845119446516037
-0.09624725580215454,0.4887675344944,1.5405545234680176,0.2421913743019104,-0.12855876982212067,0.12785539031028748,0.6284380555152893,0.4250642657279968,0.37018924951553345,0.42516571283340454,0.16861896216869354,0.19300854206085205,0.715726375579834,0.1162860244512558,0.17499542236328125
-0.10939011722803116,0.5076034665107727,1.5376641750335693,0.24257969856262207,-0.13140526413917542,0.12883777916431427,0.5864944458007812,0.4318447411060333,0.4118642807006836,0.43234744668006897,0.18697436153888702,0.19566801190376282,0.742063581943512,0.09768383949995041,0.19276466965675354
-0.1254137009382248,0.5186372399330139,1.5370994806289673,0.2431713342666626,-0.13262218236923218,0.13083665072917938,0.598092794418335,0.4303740859031677,0.4004042446613312,0.43060120940208435,0.1812935769557953,0.19434483349323273,0.7372150421142578,0.09976289421319962,0.18435165286064148
-0.1437116414308548,0.5277313590049744,1.5374915599822998,0.24436309933662415,-0.1329638510942459,0.13360171020030975,0.6382398009300232,0.4223439693450928,0.3598383963108063,0.422203928232193,0.1627148538827896,0.190263032913208,0.7190845012664795,0.10238481312990189,0.16798029839992523
