step,train_loss,train_accuracy,pairwise_loss,learning_rate,wall_clock_time_sec,val_loss,val_accuracy,val_nll,val_ece,val_brier,val_positive_logit_mean,val_hard_negative_logit_mean,val_margin_mean,val_positive_drive_mean,val_positive_resistance_mean,val_hard_negative_drive_mean,val_hard_negative_resistance_mean,val_sample_uncertainty_mean,val_ambiguity_mean,val_class_resistance_mean,val_resistance_noise_corr,val_resistance_occlusion_corr
1,2.2976393699645996,0.0625,0.00568345608189702,0.001,0.00674128532409668,,,,,,,,,,,,,,,,,
2,2.291128635406494,0.109375,0.005595236551016569,0.001,0.014046430587768555,,,,,,,,,,,,,,,,,
3,2.2895588874816895,0.078125,0.005546943284571171,0.001,0.02158641815185547,,,,,,,,,,,,,,,,,
4,2.282423257827759,0.203125,0.005525641143321991,0.001,0.02955484390258789,,,,,,,,,,,,,,,,,
5,2.294814109802246,0.140625,0.005510628689080477,0.001,0.0366668701171875,,,,,,,,,,,,,,,,,
6,2.2860000133514404,0.140625,0.0055069993250072,0.001,0.04289722442626953,,,,,,,,,,,,,,,,,
7,2.2792742252349854,0.171875,0.005523703061044216,0.001,0.05016469955444336,,,,,,,,,,,,,,,,,
8,2.2690563201904297,0.21875,0.005536284297704697,0.001,0.057552337646484375,,,,,,,,,,,,,,,,,
9,2.273012399673462,0.21875,0.005547486711293459,0.001,0.0645143985748291,,,,,,,,,,,,,,,,,
10,2.2602434158325195,0.34375,0.005561076570302248,0.001,0.07093024253845215,,,,,,,,,,,,,,,,,
11,2.254866123199463,0.28125,0.005573951173573732,0.001,0.07754778861999512,,,,,,,,,,,,,,,,,
12,2.256387233734131,0.296875,0.005598182789981365,0.001,0.0846395492553711,,,,,,,,,,,,,,,,,
13,2.2469537258148193,0.296875,0.005635823123157024,0.001,0.09545731544494629,,,,,,,,,,,,,,,,,
14,2.243229866027832,0.3125,0.005673227831721306,0.001,0.10915875434875488,,,,,,,,,,,,,,,,,
15,2.24049711227417,0.328125,0.0057196770794689655,0.001,0.12074160575866699,,,,,,,,,,,,,,,,,
16,2.2392830848693848,0.375,0.005779292434453964,0.001,0.13134455680847168,,,,,,,,,,,,,,,,,
17,2.2115848064422607,0.46875,0.005857332609593868,0.001,0.15801525115966797,,,,,,,,,,,,,,,,,
18,2.223060369491577,0.40625,0.005943333730101585,0.001,0.18612885475158691,,,,,,,,,,,,,,,,,
19,2.2190768718719482,0.34375,0.006047193426638842,0.001,0.21999907493591309,,,,,,,,,,,,,,,,,
20,2.20175838470459,0.5625,0.006165613420307636,0.001,0.25035881996154785,,,,,,,,,,,,,,,,,
21,2.2013680934906006,0.28125,0.006298874504864216,0.001,0.2860684394836426,,,,,,,,,,,,,,,,,
22,2.1972930431365967,0.4375,0.006433388218283653,0.001,0.3102695941925049,,,,,,,,,,,,,,,,,
23,2.1791491508483887,0.484375,0.006576208397746086,0.001,0.31699705123901367,,,,,,,,,,,,,,,,,
24,2.1730096340179443,0.46875,0.006725638173520565,0.001,0.3235771656036377,,,,,,,,,,,,,,,,,
25,2.174786329269409,0.53125,0.00689678592607379,0.001,0.33023524284362793,,,,,,,,,,,,,,,,,
26,2.159299612045288,0.53125,0.00707582663744688,0.001,0.336925745010376,,,,,,,,,,,,,,,,,
27,2.1262266635894775,0.5625,0.007266591303050518,0.001,0.3436930179595947,,,,,,,,,,,,,,,,,
28,2.118718147277832,0.5625,0.007472662255167961,0.001,0.350466251373291,,,,,,,,,,,,,,,,,
29,2.1395881175994873,0.421875,0.00769615126773715,0.001,0.35732221603393555,,,,,,,,,,,,,,,,,
30,2.1152844429016113,0.5,0.007923957891762257,0.001,0.3642768859863281,,,,,,,,,,,,,,,,,
31,2.1228253841400146,0.40625,0.008150103501975536,0.001,0.37125587463378906,,,,,,,,,,,,,,,,,
32,2.0914864540100098,0.515625,0.008389616385102272,0.001,0.378298282623291,,,,,,,,,,,,,,,,,
33,2.055771589279175,0.609375,0.008632759563624859,0.001,0.38570237159729004,,,,,,,,,,,,,,,,,
34,2.0605244636535645,0.515625,0.008893024176359177,0.001,0.3929469585418701,,,,,,,,,,,,,,,,,
