prototype_diversity_penalty_mean,prototype_diversity_penalty_std
0.02015489898622036,0.0
0.02056199125945568,0.0
0.020844317972660065,0.0
0.021105263382196426,0.0
0.0212460458278656,0.0
0.021466543897986412,0.0
0.021663863211870193,0.0
0.0218289103358984,0.0
0.021940937265753746,0.0
0.022003715857863426,0.0
0.022070230916142464,0.0
0.02210906520485878,0.0
0.022129612043499947,0.0
0.022101690992712975,0.0
0.022060584276914597,0.0
0.02202804945409298,0.0
0.021953996270895004,0.0
0.021870065480470657,0.0
0.02176462672650814,0.0
0.021694188937544823,0.0
0.021615175530314445,0.0
0.02149292267858982,0.0
0.021369777619838715,0.0
0.021259797737002373,0.0
0.0211352352052927,0.0
0.020995164290070534,0.0
0.020832298323512077,0.0
0.020664876326918602,0.0
0.020506728440523148,0.0
0.020347749814391136,0.0
0.02016959898173809,0.0
0.019957613199949265,0.0
0.019758829846978188,0.0
0.019578788429498672,0.0
0.019383877515792847,0.0
0.01918620429933071,0.0
0.01899030990898609,0.0
0.018790125846862793,0.0
0.018587468191981316,0.0
0.018400846049189568,0.0
0.01821039617061615,0.0
0.018011540174484253,0.0
0.01782727614045143,0.0
0.01766328327357769,0.0
0.017483262345194817,0.0
0.017302650958299637,0.0
0.017151830717921257,0.0
0.016987992450594902,0.0
0.016818484291434288,0.0
0.01666194759309292,0.0
0.016512973234057426,0.0
0.016351021826267242,0.0
0.016201255843043327,0.0
0.01605892926454544,0.0
0.015936894342303276,0.0
0.015826595947146416,0.0
0.015744773671030998,0.0
0.015673577785491943,0.0
0.015616878867149353,0.0
0.015567666850984097,0.0
0.015512819401919842,0.0
0.015464387834072113,0.0
0.015423228032886982,0.0
0.015413801185786724,0.0
0.015409191139042377,0.0
0.015404355712234974,0.0
0.015415402129292488,0.0
0.015428614802658558,0.0
0.015458323061466217,0.0
0.015514910221099854,0.0
0.01558028906583786,0.0
0.01564699597656727,0.0
0.015711599960923195,0.0
0.015765367075800896,0.0
0.015825627371668816,0.0
0.015894532203674316,0.0
0.01597714237868786,0.0
0.016061661764979362,0.0
0.01615149714052677,0.0
0.016242651268839836,0.0
0.016339248046278954,0.0
0.016438910737633705,0.0
0.016538886353373528,0.0
0.016652628779411316,0.0
0.016792723909020424,0.0
0.01692596822977066,0.0
0.017058489844202995,0.0
0.0172041617333889,0.0
0.017337210476398468,0.0
0.017469532787799835,0.0
0.01759113185107708,0.0
0.017716970294713974,0.0
0.01785263977944851,0.0
0.018002638593316078,0.0
0.018139338120818138,0.0
0.01827184297144413,0.0
0.018426036462187767,0.0
0.01858028769493103,0.0
0.018732966855168343,0.0
0.01889587752521038,0.0
0.01906159147620201,0.0
0.01924533024430275,0.0
0.019447682425379753,0.0
0.019651399925351143,0.0
0.01986059546470642,0.0
