step,train_loss,wall_clock_time_sec,eval_clean_accuracy,eval_clean_ece,eval_clean_aurc,eval_clean_resistance_noise_corr,eval_clean_resistance_occlusion_corr,eval_noisy_accuracy,eval_noisy_ece,eval_noisy_aurc,eval_clean_vs_noisy_auroc,eval_noisy_resistance_noise_corr,eval_noisy_resistance_occlusion_corr,eval_occluded_accuracy,eval_occluded_ece,eval_occluded_aurc,eval_clean_vs_occluded_auroc,eval_occluded_resistance_noise_corr,eval_occluded_resistance_occlusion_corr
1,1.6094367504119873,0.04352688789367676,,,,,,,,,,,,,,,,,
2,1.6095380783081055,0.08740735054016113,,,,,,,,,,,,,,,,,
3,1.6093626022338867,0.13204026222229004,,,,,,,,,,,,,,,,,
4,1.6092700958251953,0.18648862838745117,,,,,,,,,,,,,,,,,
5,1.6093082427978516,0.23207402229309082,,,,,,,,,,,,,,,,,
6,1.6090842485427856,0.2730419635772705,,,,,,,,,,,,,,,,,
7,1.6105880737304688,0.31698179244995117,,,,,,,,,,,,,,,,,
8,1.6074223518371582,0.36347413063049316,,,,,,,,,,,,,,,,,
9,1.6076308488845825,0.41518235206604004,,,,,,,,,,,,,,,,,
10,1.6046503782272339,0.4567553997039795,,,,,,,,,,,,,,,,,
11,1.6038957834243774,0.5083940029144287,,,,,,,,,,,,,,,,,
12,1.6029717922210693,0.5511453151702881,,,,,,,,,,,,,,,,,
13,1.5994901657104492,0.597480058670044,,,,,,,,,,,,,,,,,
14,1.5938166379928589,0.6428933143615723,,,,,,,,,,,,,,,,,
15,1.5786151885986328,0.6843967437744141,,,,,,,,,,,,,,,,,
16,1.5812492370605469,0.7292497158050537,,,,,,,,,,,,,,,,,
17,1.5675592422485352,0.7799253463745117,,,,,,,,,,,,,,,,,
18,1.554526686668396,0.8299450874328613,,,,,,,,,,,,,,,,,
19,1.5410704612731934,0.8830082416534424,,,,,,,,,,,,,,,,,
20,1.5492949485778809,0.9374973773956299,,,,,,,,,,,,,,,,,
21,1.5178781747817993,0.979820966720581,,,,,,,,,,,,,,,,,
22,1.488311529159546,1.0283081531524658,,,,,,,,,,,,,,,,,
23,1.4218804836273193,1.0785503387451172,,,,,,,,,,,,,,,,,
24,1.361980676651001,1.1216330528259277,,,,,,,,,,,,,,,,,
